GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009
Id,Id2,Geography,Total:,Family households:,Family households: - Husband-wife family,Family households: - Other family:,"Family households: - Other family: - Male householder, no wife present","Family households: - Other family: - Female householder, no husband present",Nonfamily households:,Nonfamily households: - Householder living alone,Nonfamily households: - Householder not living alone
1500000US245101506002,245101506002,"Block Group 2, Census Tract 1506, Baltimore city, Maryland",219,155,40,115,20,95,64,55,9
1500000US245101506003,245101506003,"Block Group 3, Census Tract 1506, Baltimore city, Maryland",216,146,33,113,21,92,70,56,14
1500000US245101506004,245101506004,"Block Group 4, Census Tract 1506, Baltimore city, Maryland",153,90,18,72,17,55,63,55,8
1500000US245101506005,245101506005,"Block Group 5, Census Tract 1506, Baltimore city, Maryland",326,199,68,131,19,112,127,94,33
1500000US245101507011,245101507011,"Block Group 1, Census Tract 1507.01, Baltimore city, Maryland",222,139,50,89,15,74,83,67,16
1500000US245101507012,245101507012,"Block Group 2, Census Tract 1507.01, Baltimore city, Maryland",205,136,39,97,16,81,69,61,8
1500000US245101507013,245101507013,"Block Group 3, Census Tract 1507.01, Baltimore city, Maryland",218,143,50,93,15,78,75,69,6
1500000US245101507021,245101507021,"Block Group 1, Census Tract 1507.02, Baltimore city, Maryland",424,258,86,172,21,151,166,139,27
1500000US245101507022,245101507022,"Block Group 2, Census Tract 1507.02, Baltimore city, Maryland",292,187,62,125,16,109,105,91,14
1500000US245101507023,245101507023,"Block Group 3, Census Tract 1507.02, Baltimore city, Maryland",209,129,34,95,18,77,80,67,13
1500000US245101508001,245101508001,"Block Group 1, Census Tract 1508, Baltimore city, Maryland",331,181,72,109,19,90,150,126,24
1500000US245101508002,245101508002,"Block Group 2, Census Tract 1508, Baltimore city, Maryland",326,177,56,121,30,91,149,136,13
1500000US245101508003,245101508003,"Block Group 3, Census Tract 1508, Baltimore city, Maryland",406,224,78,146,28,118,182,156,26
1500000US245101508004,245101508004,"Block Group 4, Census Tract 1508, Baltimore city, Maryland",182,115,38,77,10,67,67,47,20
1500000US245101508005,245101508005,"Block Group 5, Census Tract 1508, Baltimore city, Maryland",200,125,55,70,11,59,75,56,19
1500000US245101508006,245101508006,"Block Group 6, Census Tract 1508, Baltimore city, Maryland",241,138,51,87,19,68,103,82,21
1500000US245101509001,245101509001,"Block Group 1, Census Tract 1509, Baltimore city, Maryland",383,251,91,160,31,129,132,106,26
1500000US245101509002,245101509002,"Block Group 2, Census Tract 1509, Baltimore city, Maryland",354,247,87,160,27,133,107,97,10
1500000US245101509003,245101509003,"Block Group 3, Census Tract 1509, Baltimore city, Maryland",201,131,62,69,12,57,70,63,7
1500000US245101509004,245101509004,"Block Group 4, Census Tract 1509, Baltimore city, Maryland",339,201,91,110,27,83,138,117,21
1500000US245101510001,245101510001,"Block Group 1, Census Tract 1510, Baltimore city, Maryland",233,151,54,97,11,86,82,73,9
1500000US245101510002,245101510002,"Block Group 2, Census Tract 1510, Baltimore city, Maryland",414,291,89,202,27,175,123,86,37
1500000US245101510003,245101510003,"Block Group 3, Census Tract 1510, Baltimore city, Maryland",196,114,49,65,8,57,82,70,12
1500000US245101510004,245101510004,"Block Group 4, Census Tract 1510, Baltimore city, Maryland",155,92,40,52,12,40,63,55,8
1500000US245101510005,245101510005,"Block Group 5, Census Tract 1510, Baltimore city, Maryland",403,242,98,144,28,116,161,125,36
1500000US245101510006,245101510006,"Block Group 6, Census Tract 1510, Baltimore city, Maryland",224,158,53,105,29,76,66,54,12
1500000US245101510007,245101510007,"Block Group 7, Census Tract 1510, Baltimore city, Maryland",197,146,43,103,18,85,51,47,4
1500000US245101511001,245101511001,"Block Group 1, Census Tract 1511, Baltimore city, Maryland",331,199,58,141,22,119,132,105,27
1500000US245101511002,245101511002,"Block Group 2, Census Tract 1511, Baltimore city, Maryland",890,574,165,409,76,333,316,262,54
1500000US245101511003,245101511003,"Block Group 3, Census Tract 1511, Baltimore city, Maryland",400,255,117,138,24,114,145,126,19
1500000US245101511004,245101511004,"Block Group 4, Census Tract 1511, Baltimore city, Maryland",326,186,97,89,21,68,140,126,14
1500000US245101511005,245101511005,"Block Group 5, Census Tract 1511, Baltimore city, Maryland",284,137,63,74,15,59,147,142,5
1500000US245101511006,245101511006,"Block Group 6, Census Tract 1511, Baltimore city, Maryland",512,325,175,150,37,113,187,157,30
1500000US245101512001,245101512001,"Block Group 1, Census Tract 1512, Baltimore city, Maryland",817,313,110,203,30,173,504,463,41
1500000US245101512002,245101512002,"Block Group 2, Census Tract 1512, Baltimore city, Maryland",115,87,21,66,15,51,28,20,8
1500000US245101512003,245101512003,"Block Group 3, Census Tract 1512, Baltimore city, Maryland",255,181,52,129,25,104,74,61,13
1500000US245101512004,245101512004,"Block Group 4, Census Tract 1512, Baltimore city, Maryland",199,118,34,84,18,66,81,71,10
1500000US245101512005,245101512005,"Block Group 5, Census Tract 1512, Baltimore city, Maryland",260,194,61,133,17,116,66,53,13
1500000US245101513001,245101513001,"Block Group 1, Census Tract 1513, Baltimore city, Maryland",536,387,96,291,39,252,149,129,20
1500000US245101513002,245101513002,"Block Group 2, Census Tract 1513, Baltimore city, Maryland",288,215,54,161,28,133,73,60,13
1500000US245101513003,245101513003,"Block Group 3, Census Tract 1513, Baltimore city, Maryland",127,96,23,73,13,60,31,25,6
1500000US245101513004,245101513004,"Block Group 4, Census Tract 1513, Baltimore city, Maryland",311,226,72,154,27,127,85,64,21
1500000US245101513005,245101513005,"Block Group 5, Census Tract 1513, Baltimore city, Maryland",266,168,42,126,24,102,98,66,32
1500000US245101601001,245101601001,"Block Group 1, Census Tract 1601, Baltimore city, Maryland",112,67,11,56,8,48,45,32,13
1500000US245101601002,245101601002,"Block Group 2, Census Tract 1601, Baltimore city, Maryland",152,77,16,61,24,37,75,64,11
1500000US245101601003,245101601003,"Block Group 3, Census Tract 1601, Baltimore city, Maryland",524,164,49,115,24,91,360,330,30
1500000US245101601004,245101601004,"Block Group 4, Census Tract 1601, Baltimore city, Maryland",303,144,38,106,31,75,159,138,21
1500000US245101602001,245101602001,"Block Group 1, Census Tract 1602, Baltimore city, Maryland",385,293,75,218,18,200,92,75,17
1500000US245101602002,245101602002,"Block Group 2, Census Tract 1602, Baltimore city, Maryland",221,70,19,51,5,46,151,139,12
1500000US245101602003,245101602003,"Block Group 3, Census Tract 1602, Baltimore city, Maryland",339,210,32,178,28,150,129,99,30
1500000US245101603001,245101603001,"Block Group 1, Census Tract 1603, Baltimore city, Maryland",231,160,39,121,21,100,71,54,17
1500000US245101603002,245101603002,"Block Group 2, Census Tract 1603, Baltimore city, Maryland",250,100,33,67,12,55,150,136,14
1500000US245101604001,245101604001,"Block Group 1, Census Tract 1604, Baltimore city, Maryland",156,107,23,84,20,64,49,45,4
1500000US245101604002,245101604002,"Block Group 2, Census Tract 1604, Baltimore city, Maryland",299,198,45,153,26,127,101,77,24
1500000US245101604003,245101604003,"Block Group 3, Census Tract 1604, Baltimore city, Maryland",162,109,28,81,18,63,53,34,19
1500000US245101604004,245101604004,"Block Group 4, Census Tract 1604, Baltimore city, Maryland",245,149,33,116,21,95,96,68,28
1500000US245101605001,245101605001,"Block Group 1, Census Tract 1605, Baltimore city, Maryland",468,243,68,175,34,141,225,195,30
1500000US245101605002,245101605002,"Block Group 2, Census Tract 1605, Baltimore city, Maryland",247,170,57,113,25,88,77,57,20
1500000US245101605003,245101605003,"Block Group 3, Census Tract 1605, Baltimore city, Maryland",227,143,44,99,17,82,84,66,18
1500000US245101605004,245101605004,"Block Group 4, Census Tract 1605, Baltimore city, Maryland",301,206,70,136,30,106,95,79,16
1500000US245101605005,245101605005,"Block Group 5, Census Tract 1605, Baltimore city, Maryland",391,222,78,144,24,120,169,138,31
1500000US245101606001,245101606001,"Block Group 1, Census Tract 1606, Baltimore city, Maryland",192,135,29,106,27,79,57,47,10
1500000US245101606002,245101606002,"Block Group 2, Census Tract 1606, Baltimore city, Maryland",332,231,56,175,33,142,101,83,18
1500000US245101606003,245101606003,"Block Group 3, Census Tract 1606, Baltimore city, Maryland",247,185,47,138,26,112,62,53,9
1500000US245101606004,245101606004,"Block Group 4, Census Tract 1606, Baltimore city, Maryland",353,129,33,96,20,76,224,215,9
1500000US245101606005,245101606005,"Block Group 5, Census Tract 1606, Baltimore city, Maryland",223,145,45,100,11,89,78,67,11
1500000US245101607001,245101607001,"Block Group 1, Census Tract 1607, Baltimore city, Maryland",204,131,44,87,17,70,73,55,18
1500000US245101607002,245101607002,"Block Group 2, Census Tract 1607, Baltimore city, Maryland",300,206,52,154,23,131,94,79,15
1500000US245101607003,245101607003,"Block Group 3, Census Tract 1607, Baltimore city, Maryland",227,162,54,108,16,92,65,52,13
1500000US245101607004,245101607004,"Block Group 4, Census Tract 1607, Baltimore city, Maryland",469,346,70,276,38,238,123,94,29
1500000US245101607005,245101607005,"Block Group 5, Census Tract 1607, Baltimore city, Maryland",190,123,38,85,16,69,67,57,10
1500000US245101607006,245101607006,"Block Group 6, Census Tract 1607, Baltimore city, Maryland",197,145,41,104,25,79,52,45,7
1500000US245101607007,245101607007,"Block Group 7, Census Tract 1607, Baltimore city, Maryland",290,175,41,134,29,105,115,92,23
1500000US245101608011,245101608011,"Block Group 1, Census Tract 1608.01, Baltimore city, Maryland",505,336,81,255,30,225,169,130,39
1500000US245101608012,245101608012,"Block Group 2, Census Tract 1608.01, Baltimore city, Maryland",225,174,61,113,18,95,51,46,5
1500000US245101608013,245101608013,"Block Group 3, Census Tract 1608.01, Baltimore city, Maryland",245,168,55,113,16,97,77,65,12
1500000US245101608014,245101608014,"Block Group 4, Census Tract 1608.01, Baltimore city, Maryland",251,187,65,122,18,104,64,54,10
1500000US245101608021,245101608021,"Block Group 1, Census Tract 1608.02, Baltimore city, Maryland",334,262,76,186,25,161,72,58,14
1500000US245101608022,245101608022,"Block Group 2, Census Tract 1608.02, Baltimore city, Maryland",267,195,60,135,19,116,72,60,12
1500000US245101608023,245101608023,"Block Group 3, Census Tract 1608.02, Baltimore city, Maryland",426,305,119,186,28,158,121,107,14
1500000US245101701001,245101701001,"Block Group 1, Census Tract 1701, Baltimore city, Maryland",538,175,65,110,15,95,363,282,81
1500000US245101701002,245101701002,"Block Group 2, Census Tract 1701, Baltimore city, Maryland",309,128,28,100,5,95,181,161,20
1500000US245101702001,245101702001,"Block Group 1, Census Tract 1702, Baltimore city, Maryland",952,368,38,330,32,298,584,545,39
1500000US245101702002,245101702002,"Block Group 2, Census Tract 1702, Baltimore city, Maryland",295,137,33,104,14,90,158,115,43
1500000US245101702003,245101702003,"Block Group 3, Census Tract 1702, Baltimore city, Maryland",329,66,22,44,10,34,263,216,47
1500000US245101703001,245101703001,"Block Group 1, Census Tract 1703, Baltimore city, Maryland",496,183,32,151,21,130,313,285,28
1500000US245101703002,245101703002,"Block Group 2, Census Tract 1703, Baltimore city, Maryland",409,245,60,185,21,164,164,138,26
1500000US245101801001,245101801001,"Block Group 1, Census Tract 1801, Baltimore city, Maryland",450,281,51,230,26,204,169,157,12
1500000US245101801002,245101801002,"Block Group 2, Census Tract 1801, Baltimore city, Maryland",446,253,18,235,16,219,193,169,24
1500000US245101802001,245101802001,"Block Group 1, Census Tract 1802, Baltimore city, Maryland",156,76,21,55,17,38,80,68,12
1500000US245101802002,245101802002,"Block Group 2, Census Tract 1802, Baltimore city, Maryland",244,84,30,54,7,47,160,142,18
1500000US245101803001,245101803001,"Block Group 1, Census Tract 1803, Baltimore city, Maryland",352,104,53,51,18,33,248,190,58
1500000US245101803002,245101803002,"Block Group 2, Census Tract 1803, Baltimore city, Maryland",533,246,80,166,37,129,287,199,88
1500000US245101901001,245101901001,"Block Group 1, Census Tract 1901, Baltimore city, Maryland",151,96,25,71,12,59,55,49,6
1500000US245101901002,245101901002,"Block Group 2, Census Tract 1901, Baltimore city, Maryland",278,161,35,126,29,97,117,86,31
1500000US245101901003,245101901003,"Block Group 3, Census Tract 1901, Baltimore city, Maryland",319,175,37,138,17,121,144,122,22
1500000US245101902001,245101902001,"Block Group 1, Census Tract 1902, Baltimore city, Maryland",344,140,65,75,22,53,204,151,53
1500000US245101902002,245101902002,"Block Group 2, Census Tract 1902, Baltimore city, Maryland",396,231,69,162,47,115,165,117,48
1500000US245101903001,245101903001,"Block Group 1, Census Tract 1903, Baltimore city, Maryland",154,75,34,41,10,31,79,57,22
1500000US245101903002,245101903002,"Block Group 2, Census Tract 1903, Baltimore city, Maryland",309,153,34,119,25,94,156,137,19
1500000US245101903003,245101903003,"Block Group 3, Census Tract 1903, Baltimore city, Maryland",151,94,29,65,23,42,57,36,21
1500000US245101903004,245101903004,"Block Group 4, Census Tract 1903, Baltimore city, Maryland",249,161,64,97,37,60,88,67,21
1500000US245102001001,245102001001,"Block Group 1, Census Tract 2001, Baltimore city, Maryland",291,214,60,154,22,132,77,65,12
1500000US245102001002,245102001002,"Block Group 2, Census Tract 2001, Baltimore city, Maryland",334,224,46,178,29,149,110,80,30
1500000US245102002001,245102002001,"Block Group 1, Census Tract 2002, Baltimore city, Maryland",226,138,41,97,18,79,88,78,10
1500000US245102002002,245102002002,"Block Group 2, Census Tract 2002, Baltimore city, Maryland",275,137,44,93,21,72,138,118,20
1500000US245102002003,245102002003,"Block Group 3, Census Tract 2002, Baltimore city, Maryland",182,112,31,81,22,59,70,52,18
1500000US245102002004,245102002004,"Block Group 4, Census Tract 2002, Baltimore city, Maryland",170,118,34,84,14,70,52,36,16
1500000US245102002005,245102002005,"Block Group 5, Census Tract 2002, Baltimore city, Maryland",211,140,34,106,22,84,71,60,11
1500000US245102003001,245102003001,"Block Group 1, Census Tract 2003, Baltimore city, Maryland",240,156,32,124,24,100,84,56,28
1500000US245102003002,245102003002,"Block Group 2, Census Tract 2003, Baltimore city, Maryland",333,225,63,162,34,128,108,76,32
1500000US245102004001,245102004001,"Block Group 1, Census Tract 2004, Baltimore city, Maryland",248,157,42,115,17,98,91,72,19
1500000US245102004002,245102004002,"Block Group 2, Census Tract 2004, Baltimore city, Maryland",344,250,58,192,37,155,94,69,25
1500000US245102005001,245102005001,"Block Group 1, Census Tract 2005, Baltimore city, Maryland",136,97,37,60,15,45,39,26,13
1500000US245102005002,245102005002,"Block Group 2, Census Tract 2005, Baltimore city, Maryland",181,114,42,72,14,58,67,52,15
1500000US245102005003,245102005003,"Block Group 3, Census Tract 2005, Baltimore city, Maryland",182,130,45,85,23,62,52,32,20
1500000US245102005004,245102005004,"Block Group 4, Census Tract 2005, Baltimore city, Maryland",287,182,68,114,28,86,105,76,29
1500000US245102005005,245102005005,"Block Group 5, Census Tract 2005, Baltimore city, Maryland",297,138,60,78,15,63,159,140,19
1500000US245102006001,245102006001,"Block Group 1, Census Tract 2006, Baltimore city, Maryland",391,261,113,148,34,114,130,100,30
1500000US245102006002,245102006002,"Block Group 2, Census Tract 2006, Baltimore city, Maryland",266,173,67,106,31,75,93,74,19
1500000US245102006003,245102006003,"Block Group 3, Census Tract 2006, Baltimore city, Maryland",349,226,65,161,31,130,123,111,12
1500000US245102007011,245102007011,"Block Group 1, Census Tract 2007.01, Baltimore city, Maryland",254,180,48,132,20,112,74,64,10
1500000US245102007012,245102007012,"Block Group 2, Census Tract 2007.01, Baltimore city, Maryland",388,275,77,198,41,157,113,99,14
1500000US245102007013,245102007013,"Block Group 3, Census Tract 2007.01, Baltimore city, Maryland",368,235,72,163,32,131,133,109,24
1500000US245102007014,245102007014,"Block Group 4, Census Tract 2007.01, Baltimore city, Maryland",386,281,77,204,33,171,105,88,17
1500000US245102007015,245102007015,"Block Group 5, Census Tract 2007.01, Baltimore city, Maryland",394,167,49,118,23,95,227,214,13
1500000US245102007021,245102007021,"Block Group 1, Census Tract 2007.02, Baltimore city, Maryland",178,133,36,97,12,85,45,33,12
1500000US245102007022,245102007022,"Block Group 2, Census Tract 2007.02, Baltimore city, Maryland",324,224,74,150,24,126,100,85,15
1500000US245102008001,245102008001,"Block Group 1, Census Tract 2008, Baltimore city, Maryland",368,238,81,157,25,132,130,115,15
1500000US245102008002,245102008002,"Block Group 2, Census Tract 2008, Baltimore city, Maryland",284,175,77,98,27,71,109,96,13
1500000US245102008003,245102008003,"Block Group 3, Census Tract 2008, Baltimore city, Maryland",190,128,40,88,15,73,62,52,10
1500000US245102101001,245102101001,"Block Group 1, Census Tract 2101, Baltimore city, Maryland",261,123,49,74,17,57,138,98,40
1500000US245102101002,245102101002,"Block Group 2, Census Tract 2101, Baltimore city, Maryland",700,325,146,179,40,139,375,249,126
1500000US245102102001,245102102001,"Block Group 1, Census Tract 2102, Baltimore city, Maryland",528,326,121,205,42,163,202,150,52
1500000US245102102002,245102102002,"Block Group 2, Census Tract 2102, Baltimore city, Maryland",784,379,179,200,47,153,405,296,109
1500000US245102201001,245102201001,"Block Group 1, Census Tract 2201, Baltimore city, Maryland",681,148,110,38,10,28,533,324,209
1500000US245102201002,245102201002,"Block Group 2, Census Tract 2201, Baltimore city, Maryland",1085,302,257,45,12,33,783,653,130
1500000US245102201003,245102201003,"Block Group 3, Census Tract 2201, Baltimore city, Maryland",28,22,20,2,1,1,6,5,1
1500000US245102201004,245102201004,"Block Group 4, Census Tract 2201, Baltimore city, Maryland",512,221,189,32,8,24,291,178,113
1500000US245102301001,245102301001,"Block Group 1, Census Tract 2301, Baltimore city, Maryland",453,163,120,43,20,23,290,143,147
1500000US245102301002,245102301002,"Block Group 2, Census Tract 2301, Baltimore city, Maryland",415,173,42,131,15,116,242,157,85
1500000US245102302001,245102302001,"Block Group 1, Census Tract 2302, Baltimore city, Maryland",491,114,91,23,12,11,377,205,172
1500000US245102302002,245102302002,"Block Group 2, Census Tract 2302, Baltimore city, Maryland",587,205,148,57,33,24,382,188,194
1500000US245102303001,245102303001,"Block Group 1, Census Tract 2303, Baltimore city, Maryland",36,16,12,4,4,0,20,16,4
1500000US245102303002,245102303002,"Block Group 2, Census Tract 2303, Baltimore city, Maryland",494,176,116,60,18,42,318,183,135
1500000US245102401001,245102401001,"Block Group 1, Census Tract 2401, Baltimore city, Maryland",752,339,279,60,26,34,413,237,176
1500000US245102401002,245102401002,"Block Group 2, Census Tract 2401, Baltimore city, Maryland",545,250,187,63,22,41,295,187,108
1500000US245102402001,245102402001,"Block Group 1, Census Tract 2402, Baltimore city, Maryland",916,393,342,51,18,33,523,379,144
1500000US245102402002,245102402002,"Block Group 2, Census Tract 2402, Baltimore city, Maryland",442,187,154,33,13,20,255,155,100
1500000US245102403001,245102403001,"Block Group 1, Census Tract 2403, Baltimore city, Maryland",451,121,102,19,2,17,330,207,123
1500000US245102403002,245102403002,"Block Group 2, Census Tract 2403, Baltimore city, Maryland",337,115,103,12,5,7,222,118,104
1500000US245102403003,245102403003,"Block Group 3, Census Tract 2403, Baltimore city, Maryland",326,110,86,24,13,11,216,114,102
1500000US245102404001,245102404001,"Block Group 1, Census Tract 2404, Baltimore city, Maryland",515,209,160,49,15,34,306,173,133
1500000US245102404002,245102404002,"Block Group 2, Census Tract 2404, Baltimore city, Maryland",193,29,20,9,2,7,164,95,69
1500000US245102404003,245102404003,"Block Group 3, Census Tract 2404, Baltimore city, Maryland",572,267,207,60,21,39,305,191,114
1500000US245102501011,245102501011,"Block Group 1, Census Tract 2501.01, Baltimore city, Maryland",473,294,92,202,25,177,179,140,39
1500000US245102501012,245102501012,"Block Group 2, Census Tract 2501.01, Baltimore city, Maryland",930,655,298,357,66,291,275,237,38
1500000US245102501021,245102501021,"Block Group 1, Census Tract 2501.02, Baltimore city, Maryland",433,285,99,186,26,160,148,119,29
1500000US245102501022,245102501022,"Block Group 2, Census Tract 2501.02, Baltimore city, Maryland",705,467,189,278,39,239,238,190,48
1500000US245102501031,245102501031,"Block Group 1, Census Tract 2501.03, Baltimore city, Maryland",671,175,106,69,22,47,496,466,30
1500000US245102501032,245102501032,"Block Group 2, Census Tract 2501.03, Baltimore city, Maryland",358,223,142,81,23,58,135,104,31
1500000US245102501033,245102501033,"Block Group 3, Census Tract 2501.03, Baltimore city, Maryland",337,211,144,67,28,39,126,90,36
1500000US245102501034,245102501034,"Block Group 4, Census Tract 2501.03, Baltimore city, Maryland",449,201,106,95,34,61,248,200,48
1500000US245102502031,245102502031,"Block Group 1, Census Tract 2502.03, Baltimore city, Maryland",342,242,74,168,22,146,100,87,13
1500000US245102502032,245102502032,"Block Group 2, Census Tract 2502.03, Baltimore city, Maryland",435,289,59,230,42,188,146,122,24
1500000US245102502041,245102502041,"Block Group 1, Census Tract 2502.04, Baltimore city, Maryland",501,378,35,343,21,322,123,108,15
1500000US245102502042,245102502042,"Block Group 2, Census Tract 2502.04, Baltimore city, Maryland",1003,646,80,566,41,525,357,330,27
1500000US245102502051,245102502051,"Block Group 1, Census Tract 2502.05, Baltimore city, Maryland",64,42,20,22,10,12,22,15,7
1500000US245102502052,245102502052,"Block Group 2, Census Tract 2502.05, Baltimore city, Maryland",423,333,139,194,38,156,90,67,23
1500000US245102502053,245102502053,"Block Group 3, Census Tract 2502.05, Baltimore city, Maryland",285,218,95,123,33,90,67,54,13
1500000US245102502054,245102502054,"Block Group 4, Census Tract 2502.05, Baltimore city, Maryland",460,308,140,168,49,119,152,134,18
1500000US245102502055,245102502055,"Block Group 5, Census Tract 2502.05, Baltimore city, Maryland",393,196,93,103,34,69,197,151,46
1500000US245102502061,245102502061,"Block Group 1, Census Tract 2502.06, Baltimore city, Maryland",315,192,121,71,20,51,123,93,30
1500000US245102502062,245102502062,"Block Group 2, Census Tract 2502.06, Baltimore city, Maryland",364,231,146,85,18,67,133,106,27
1500000US245102502063,245102502063,"Block Group 3, Census Tract 2502.06, Baltimore city, Maryland",329,211,123,88,28,60,118,80,38
1500000US245102502071,245102502071,"Block Group 1, Census Tract 2502.07, Baltimore city, Maryland",543,284,60,224,36,188,259,210,49
1500000US245102502072,245102502072,"Block Group 2, Census Tract 2502.07, Baltimore city, Maryland",321,219,68,151,23,128,102,80,22
1500000US245102503011,245102503011,"Block Group 1, Census Tract 2503.01, Baltimore city, Maryland",351,227,70,157,34,123,124,91,33
1500000US245102503012,245102503012,"Block Group 2, Census Tract 2503.01, Baltimore city, Maryland",523,384,84,300,28,272,139,113,26
1500000US245102503031,245102503031,"Block Group 1, Census Tract 2503.03, Baltimore city, Maryland",262,154,83,71,23,48,108,84,24
1500000US245102503032,245102503032,"Block Group 2, Census Tract 2503.03, Baltimore city, Maryland",406,231,118,113,23,90,175,135,40
1500000US245102503033,245102503033,"Block Group 3, Census Tract 2503.03, Baltimore city, Maryland",294,123,73,50,11,39,171,145,26
1500000US245102504011,245102504011,"Block Group 1, Census Tract 2504.01, Baltimore city, Maryland",634,350,170,180,53,127,284,211,73
1500000US245102504012,245102504012,"Block Group 2, Census Tract 2504.01, Baltimore city, Maryland",343,218,137,81,29,52,125,101,24
1500000US245102504013,245102504013,"Block Group 3, Census Tract 2504.01, Baltimore city, Maryland",396,273,132,141,49,92,123,72,51
1500000US245102504021,245102504021,"Block Group 1, Census Tract 2504.02, Baltimore city, Maryland",513,306,110,196,47,149,207,157,50
1500000US245102504022,245102504022,"Block Group 2, Census Tract 2504.02, Baltimore city, Maryland",329,266,23,243,18,225,63,53,10
1500000US245102504023,245102504023,"Block Group 3, Census Tract 2504.02, Baltimore city, Maryland",496,327,167,160,50,110,169,121,48
1500000US245102504024,245102504024,"Block Group 4, Census Tract 2504.02, Baltimore city, Maryland",378,248,119,129,36,93,130,94,36
1500000US245102505001,245102505001,"Block Group 1, Census Tract 2505, Baltimore city, Maryland",1,1,1,0,0,0,0,0,0
1500000US245102505002,245102505002,"Block Group 2, Census Tract 2505, Baltimore city, Maryland",50,29,8,21,2,19,21,16,5
1500000US245102505003,245102505003,"Block Group 3, Census Tract 2505, Baltimore city, Maryland",788,494,236,258,80,178,294,208,86
1500000US245102505004,245102505004,"Block Group 4, Census Tract 2505, Baltimore city, Maryland",525,298,142,156,41,115,227,158,69
1500000US245102505005,245102505005,"Block Group 5, Census Tract 2505, Baltimore city, Maryland",741,449,161,288,61,227,292,239,53
1500000US245102506001,245102506001,"Block Group 1, Census Tract 2506, Baltimore city, Maryland",10,4,3,1,0,1,6,3,3
1500000US245102601011,245102601011,"Block Group 1, Census Tract 2601.01, Baltimore city, Maryland",331,193,133,60,13,47,138,103,35
1500000US245102601012,245102601012,"Block Group 2, Census Tract 2601.01, Baltimore city, Maryland",284,202,116,86,22,64,82,54,28
1500000US245102601013,245102601013,"Block Group 3, Census Tract 2601.01, Baltimore city, Maryland",594,307,126,181,34,147,287,228,59
1500000US245102601014,245102601014,"Block Group 4, Census Tract 2601.01, Baltimore city, Maryland",274,176,83,93,16,77,98,74,24
1500000US245102601015,245102601015,"Block Group 5, Census Tract 2601.01, Baltimore city, Maryland",412,261,146,115,27,88,151,125,26
1500000US245102601021,245102601021,"Block Group 1, Census Tract 2601.02, Baltimore city, Maryland",414,301,145,156,18,138,113,92,21
1500000US245102601022,245102601022,"Block Group 2, Census Tract 2601.02, Baltimore city, Maryland",307,229,115,114,14,100,78,63,15
1500000US245102601023,245102601023,"Block Group 3, Census Tract 2601.02, Baltimore city, Maryland",232,167,85,82,15,67,65,51,14
1500000US245102601024,245102601024,"Block Group 4, Census Tract 2601.02, Baltimore city, Maryland",347,237,147,90,25,65,110,93,17
1500000US245102601025,245102601025,"Block Group 5, Census Tract 2601.02, Baltimore city, Maryland",490,337,184,153,30,123,153,122,31
1500000US245102602011,245102602011,"Block Group 1, Census Tract 2602.01, Baltimore city, Maryland",364,236,123,113,27,86,128,95,33
1500000US245102602012,245102602012,"Block Group 2, Census Tract 2602.01, Baltimore city, Maryland",371,226,117,109,18,91,145,115,30
1500000US245102602013,245102602013,"Block Group 3, Census Tract 2602.01, Baltimore city, Maryland",312,212,97,115,31,84,100,80,20
1500000US245102602014,245102602014,"Block Group 4, Census Tract 2602.01, Baltimore city, Maryland",1104,434,108,326,62,264,670,591,79
1500000US245102602021,245102602021,"Block Group 1, Census Tract 2602.02, Baltimore city, Maryland",232,165,69,96,15,81,67,55,12
1500000US245102602022,245102602022,"Block Group 2, Census Tract 2602.02, Baltimore city, Maryland",1148,515,170,345,79,266,633,546,87
1500000US245102602023,245102602023,"Block Group 3, Census Tract 2602.02, Baltimore city, Maryland",650,479,186,293,44,249,171,142,29
1500000US245102602024,245102602024,"Block Group 4, Census Tract 2602.02, Baltimore city, Maryland",493,293,98,195,22,173,200,163,37
1500000US245102602031,245102602031,"Block Group 1, Census Tract 2602.03, Baltimore city, Maryland",635,486,167,319,32,287,149,128,21
1500000US245102602032,245102602032,"Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",354,248,127,121,18,103,106,91,15
1500000US245102603011,245102603011,"Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",331,203,64,139,14,125,128,107,21
1500000US245102603012,245102603012,"Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",356,251,90,161,32,129,105,83,22
1500000US245102603013,245102603013,"Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",276,190,67,123,15,108,86,66,20
1500000US245102603014,245102603014,"Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",272,186,47,139,15,124,86,69,17
1500000US245102603015,245102603015,"Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",474,365,140,225,28,197,109,87,22
1500000US245102603021,245102603021,"Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",276,181,61,120,18,102,95,84,11
1500000US245102603022,245102603022,"Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",386,244,107,137,22,115,142,115,27
1500000US245102603023,245102603023,"Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",304,210,83,127,18,109,94,80,14
