GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
1500000US245101510005,245101510005,"Block Group 5, Census Tract 1510, Baltimore city, Maryland",1391,498,1389,499,2,6
1500000US245101510006,245101510006,"Block Group 6, Census Tract 1510, Baltimore city, Maryland",558,249,558,249,0,12
1500000US245101510007,245101510007,"Block Group 7, Census Tract 1510, Baltimore city, Maryland",471,195,471,195,0,12
1500000US245101511001,245101511001,"Block Group 1, Census Tract 1511, Baltimore city, Maryland",1903,779,1903,779,0,12
1500000US245101511002,245101511002,"Block Group 2, Census Tract 1511, Baltimore city, Maryland",1522,483,1522,483,0,12
1500000US245101511003,245101511003,"Block Group 3, Census Tract 1511, Baltimore city, Maryland",753,382,753,382,0,12
1500000US245101511004,245101511004,"Block Group 4, Census Tract 1511, Baltimore city, Maryland",1059,531,1059,531,0,12
1500000US245101511005,245101511005,"Block Group 5, Census Tract 1511, Baltimore city, Maryland",1024,350,1024,350,0,12
1500000US245101511006,245101511006,"Block Group 6, Census Tract 1511, Baltimore city, Maryland",721,478,721,478,0,12
1500000US245101512001,245101512001,"Block Group 1, Census Tract 1512, Baltimore city, Maryland",1911,377,1812,373,99,107
1500000US245101512002,245101512002,"Block Group 2, Census Tract 1512, Baltimore city, Maryland",444,310,444,310,0,12
1500000US245101512003,245101512003,"Block Group 3, Census Tract 1512, Baltimore city, Maryland",1061,401,1061,401,0,12
1500000US245101512004,245101512004,"Block Group 4, Census Tract 1512, Baltimore city, Maryland",603,235,584,235,19,32
1500000US245101512005,245101512005,"Block Group 5, Census Tract 1512, Baltimore city, Maryland",801,334,801,334,0,12
1500000US245101513001,245101513001,"Block Group 1, Census Tract 1513, Baltimore city, Maryland",1438,435,1407,429,31,51
1500000US245101513002,245101513002,"Block Group 2, Census Tract 1513, Baltimore city, Maryland",663,282,663,282,0,12
1500000US245101513003,245101513003,"Block Group 3, Census Tract 1513, Baltimore city, Maryland",350,255,194,112,156,240
1500000US245101513004,245101513004,"Block Group 4, Census Tract 1513, Baltimore city, Maryland",1125,437,1125,437,0,12
1500000US245101513005,245101513005,"Block Group 5, Census Tract 1513, Baltimore city, Maryland",1199,461,1188,452,11,20
1500000US245101601001,245101601001,"Block Group 1, Census Tract 1601, Baltimore city, Maryland",484,283,442,254,42,71
1500000US245101601002,245101601002,"Block Group 2, Census Tract 1601, Baltimore city, Maryland",388,253,388,253,0,12
1500000US245101601003,245101601003,"Block Group 3, Census Tract 1601, Baltimore city, Maryland",609,215,595,207,14,22
1500000US245101601004,245101601004,"Block Group 4, Census Tract 1601, Baltimore city, Maryland",824,360,824,360,0,12
1500000US245101602001,245101602001,"Block Group 1, Census Tract 1602, Baltimore city, Maryland",1103,237,1103,237,0,12
1500000US245101602002,245101602002,"Block Group 2, Census Tract 1602, Baltimore city, Maryland",405,155,402,156,3,5
1500000US245101602003,245101602003,"Block Group 3, Census Tract 1602, Baltimore city, Maryland",997,242,997,242,0,12
1500000US245101603001,245101603001,"Block Group 1, Census Tract 1603, Baltimore city, Maryland",815,250,815,250,0,12
1500000US245101603002,245101603002,"Block Group 2, Census Tract 1603, Baltimore city, Maryland",616,189,616,189,0,12
1500000US245101604001,245101604001,"Block Group 1, Census Tract 1604, Baltimore city, Maryland",429,259,429,259,0,12
1500000US245101604002,245101604002,"Block Group 2, Census Tract 1604, Baltimore city, Maryland",1327,484,1327,484,0,12
1500000US245101604003,245101604003,"Block Group 3, Census Tract 1604, Baltimore city, Maryland",394,172,394,172,0,12
1500000US245101604004,245101604004,"Block Group 4, Census Tract 1604, Baltimore city, Maryland",875,347,875,347,0,12
1500000US245101605001,245101605001,"Block Group 1, Census Tract 1605, Baltimore city, Maryland",1242,389,1242,389,0,12
1500000US245101605002,245101605002,"Block Group 2, Census Tract 1605, Baltimore city, Maryland",615,288,615,288,0,12
1500000US245101605003,245101605003,"Block Group 3, Census Tract 1605, Baltimore city, Maryland",684,342,684,342,0,12
1500000US245101605004,245101605004,"Block Group 4, Census Tract 1605, Baltimore city, Maryland",856,293,760,267,96,147
1500000US245101605005,245101605005,"Block Group 5, Census Tract 1605, Baltimore city, Maryland",921,268,921,268,0,12
1500000US245101606001,245101606001,"Block Group 1, Census Tract 1606, Baltimore city, Maryland",331,204,331,204,0,12
1500000US245101606002,245101606002,"Block Group 2, Census Tract 1606, Baltimore city, Maryland",683,255,683,255,0,12
1500000US245101606003,245101606003,"Block Group 3, Census Tract 1606, Baltimore city, Maryland",758,274,710,262,48,64
1500000US245101606004,245101606004,"Block Group 4, Census Tract 1606, Baltimore city, Maryland",397,113,374,112,23,36
1500000US245101606005,245101606005,"Block Group 5, Census Tract 1606, Baltimore city, Maryland",426,175,410,169,16,26
1500000US245101607001,245101607001,"Block Group 1, Census Tract 1607, Baltimore city, Maryland",223,103,223,103,0,12
1500000US245101607002,245101607002,"Block Group 2, Census Tract 1607, Baltimore city, Maryland",747,266,730,272,17,30
1500000US245101607003,245101607003,"Block Group 3, Census Tract 1607, Baltimore city, Maryland",411,250,411,250,0,12
1500000US245101607004,245101607004,"Block Group 4, Census Tract 1607, Baltimore city, Maryland",880,324,865,326,15,23
1500000US245101607005,245101607005,"Block Group 5, Census Tract 1607, Baltimore city, Maryland",260,176,254,177,6,10
1500000US245101607006,245101607006,"Block Group 6, Census Tract 1607, Baltimore city, Maryland",542,266,542,266,0,12
1500000US245101607007,245101607007,"Block Group 7, Census Tract 1607, Baltimore city, Maryland",1006,424,1000,423,6,10
1500000US245101608011,245101608011,"Block Group 1, Census Tract 1608.01, Baltimore city, Maryland",1541,399,1505,388,36,44
1500000US245101608012,245101608012,"Block Group 2, Census Tract 1608.01, Baltimore city, Maryland",489,212,489,212,0,12
1500000US245101608013,245101608013,"Block Group 3, Census Tract 1608.01, Baltimore city, Maryland",421,234,421,234,0,12
1500000US245101608014,245101608014,"Block Group 4, Census Tract 1608.01, Baltimore city, Maryland",780,277,780,277,0,12
1500000US245101608021,245101608021,"Block Group 1, Census Tract 1608.02, Baltimore city, Maryland",772,255,772,255,0,12
1500000US245101608022,245101608022,"Block Group 2, Census Tract 1608.02, Baltimore city, Maryland",1329,461,1259,439,70,85
1500000US245101608023,245101608023,"Block Group 3, Census Tract 1608.02, Baltimore city, Maryland",1324,231,1324,231,0,12
1500000US245101701001,245101701001,"Block Group 1, Census Tract 1701, Baltimore city, Maryland",963,143,918,149,45,39
1500000US245101701002,245101701002,"Block Group 2, Census Tract 1701, Baltimore city, Maryland",561,178,561,178,0,12
1500000US245101702001,245101702001,"Block Group 1, Census Tract 1702, Baltimore city, Maryland",1745,378,1745,378,0,12
1500000US245101702002,245101702002,"Block Group 2, Census Tract 1702, Baltimore city, Maryland",997,419,991,419,6,16
1500000US245101702003,245101702003,"Block Group 3, Census Tract 1702, Baltimore city, Maryland",486,195,486,195,0,12
1500000US245101703001,245101703001,"Block Group 1, Census Tract 1703, Baltimore city, Maryland",794,263,794,263,0,12
1500000US245101703002,245101703002,"Block Group 2, Census Tract 1703, Baltimore city, Maryland",1065,218,1057,220,8,13
1500000US245101801001,245101801001,"Block Group 1, Census Tract 1801, Baltimore city, Maryland",1088,220,1030,222,58,55
1500000US245101801002,245101801002,"Block Group 2, Census Tract 1801, Baltimore city, Maryland",1025,239,1025,239,0,12
1500000US245101802001,245101802001,"Block Group 1, Census Tract 1802, Baltimore city, Maryland",551,200,540,195,11,25
1500000US245101802002,245101802002,"Block Group 2, Census Tract 1802, Baltimore city, Maryland",529,172,525,168,4,10
1500000US245101803001,245101803001,"Block Group 1, Census Tract 1803, Baltimore city, Maryland",557,113,557,113,0,12
1500000US245101803002,245101803002,"Block Group 2, Census Tract 1803, Baltimore city, Maryland",1166,257,1150,256,16,19
1500000US245101901001,245101901001,"Block Group 1, Census Tract 1901, Baltimore city, Maryland",317,122,317,122,0,12
1500000US245101901002,245101901002,"Block Group 2, Census Tract 1901, Baltimore city, Maryland",1073,275,928,217,145,210
1500000US245101901003,245101901003,"Block Group 3, Census Tract 1901, Baltimore city, Maryland",554,171,548,171,6,9
1500000US245101902001,245101902001,"Block Group 1, Census Tract 1902, Baltimore city, Maryland",1073,302,1047,301,26,31
1500000US245101902002,245101902002,"Block Group 2, Census Tract 1902, Baltimore city, Maryland",955,230,811,230,144,131
1500000US245101903001,245101903001,"Block Group 1, Census Tract 1903, Baltimore city, Maryland",427,154,427,154,0,12
1500000US245101903002,245101903002,"Block Group 2, Census Tract 1903, Baltimore city, Maryland",758,200,741,196,17,22
1500000US245101903003,245101903003,"Block Group 3, Census Tract 1903, Baltimore city, Maryland",673,257,438,172,235,183
1500000US245101903004,245101903004,"Block Group 4, Census Tract 1903, Baltimore city, Maryland",518,165,498,169,20,29
1500000US245102001001,245102001001,"Block Group 1, Census Tract 2001, Baltimore city, Maryland",724,220,724,220,0,12
1500000US245102001002,245102001002,"Block Group 2, Census Tract 2001, Baltimore city, Maryland",919,218,919,218,0,12
1500000US245102002001,245102002001,"Block Group 1, Census Tract 2002, Baltimore city, Maryland",493,215,493,215,0,12
1500000US245102002002,245102002002,"Block Group 2, Census Tract 2002, Baltimore city, Maryland",288,139,288,139,0,12
1500000US245102002003,245102002003,"Block Group 3, Census Tract 2002, Baltimore city, Maryland",675,335,675,335,0,12
1500000US245102002004,245102002004,"Block Group 4, Census Tract 2002, Baltimore city, Maryland",249,112,249,112,0,12
1500000US245102002005,245102002005,"Block Group 5, Census Tract 2002, Baltimore city, Maryland",799,457,799,457,0,12
1500000US245102003001,245102003001,"Block Group 1, Census Tract 2003, Baltimore city, Maryland",511,164,511,164,0,12
1500000US245102003002,245102003002,"Block Group 2, Census Tract 2003, Baltimore city, Maryland",1272,251,1144,235,128,120
1500000US245102004001,245102004001,"Block Group 1, Census Tract 2004, Baltimore city, Maryland",622,209,622,209,0,12
1500000US245102004002,245102004002,"Block Group 2, Census Tract 2004, Baltimore city, Maryland",1033,180,995,175,38,45
1500000US245102005001,245102005001,"Block Group 1, Census Tract 2005, Baltimore city, Maryland",548,351,548,351,0,12
1500000US245102005002,245102005002,"Block Group 2, Census Tract 2005, Baltimore city, Maryland",931,426,931,426,0,12
1500000US245102005003,245102005003,"Block Group 3, Census Tract 2005, Baltimore city, Maryland",473,276,473,276,0,12
1500000US245102005004,245102005004,"Block Group 4, Census Tract 2005, Baltimore city, Maryland",644,359,361,155,283,333
1500000US245102005005,245102005005,"Block Group 5, Census Tract 2005, Baltimore city, Maryland",608,239,593,241,15,22
1500000US245102006001,245102006001,"Block Group 1, Census Tract 2006, Baltimore city, Maryland",854,435,847,440,7,14
1500000US245102006002,245102006002,"Block Group 2, Census Tract 2006, Baltimore city, Maryland",1062,287,981,272,81,91
1500000US245102006003,245102006003,"Block Group 3, Census Tract 2006, Baltimore city, Maryland",855,355,855,355,0,12
1500000US245102007011,245102007011,"Block Group 1, Census Tract 2007.01, Baltimore city, Maryland",899,336,899,336,0,12
1500000US245102007012,245102007012,"Block Group 2, Census Tract 2007.01, Baltimore city, Maryland",1132,319,1067,328,65,101
1500000US245102007013,245102007013,"Block Group 3, Census Tract 2007.01, Baltimore city, Maryland",729,264,698,265,31,32
1500000US245102007014,245102007014,"Block Group 4, Census Tract 2007.01, Baltimore city, Maryland",1059,326,1033,319,26,37
1500000US245102007015,245102007015,"Block Group 5, Census Tract 2007.01, Baltimore city, Maryland",817,249,817,249,0,12
1500000US245102007021,245102007021,"Block Group 1, Census Tract 2007.02, Baltimore city, Maryland",279,114,279,114,0,12
1500000US245102007022,245102007022,"Block Group 2, Census Tract 2007.02, Baltimore city, Maryland",781,118,781,118,0,12
1500000US245102008001,245102008001,"Block Group 1, Census Tract 2008, Baltimore city, Maryland",1077,287,1066,288,11,15
1500000US245102008002,245102008002,"Block Group 2, Census Tract 2008, Baltimore city, Maryland",697,156,669,150,28,29
1500000US245102008003,245102008003,"Block Group 3, Census Tract 2008, Baltimore city, Maryland",429,143,427,142,2,3
1500000US245102101001,245102101001,"Block Group 1, Census Tract 2101, Baltimore city, Maryland",941,278,902,272,39,41
1500000US245102101002,245102101002,"Block Group 2, Census Tract 2101, Baltimore city, Maryland",1270,330,1243,329,27,21
1500000US245102102001,245102102001,"Block Group 1, Census Tract 2102, Baltimore city, Maryland",841,237,790,239,51,56
1500000US245102102002,245102102002,"Block Group 2, Census Tract 2102, Baltimore city, Maryland",2293,369,2284,371,9,15
1500000US245102201001,245102201001,"Block Group 1, Census Tract 2201, Baltimore city, Maryland",1059,317,1025,316,34,37
1500000US245102201002,245102201002,"Block Group 2, Census Tract 2201, Baltimore city, Maryland",1902,335,1843,331,59,55
1500000US245102201003,245102201003,"Block Group 3, Census Tract 2201, Baltimore city, Maryland",95,105,95,105,0,12
1500000US245102201004,245102201004,"Block Group 4, Census Tract 2201, Baltimore city, Maryland",1295,383,1158,342,137,145
1500000US245102301001,245102301001,"Block Group 1, Census Tract 2301, Baltimore city, Maryland",909,199,866,190,43,45
1500000US245102301002,245102301002,"Block Group 2, Census Tract 2301, Baltimore city, Maryland",959,249,959,249,0,12
1500000US245102302001,245102302001,"Block Group 1, Census Tract 2302, Baltimore city, Maryland",972,246,883,235,89,81
1500000US245102302002,245102302002,"Block Group 2, Census Tract 2302, Baltimore city, Maryland",1169,183,1095,179,74,72
1500000US245102303001,245102303001,"Block Group 1, Census Tract 2303, Baltimore city, Maryland",141,49,141,49,0,12
1500000US245102303002,245102303002,"Block Group 2, Census Tract 2303, Baltimore city, Maryland",981,132,939,129,42,39
1500000US245102401001,245102401001,"Block Group 1, Census Tract 2401, Baltimore city, Maryland",2133,248,2034,224,99,68
1500000US245102401002,245102401002,"Block Group 2, Census Tract 2401, Baltimore city, Maryland",912,186,883,182,29,48
1500000US245102402001,245102402001,"Block Group 1, Census Tract 2402, Baltimore city, Maryland",2171,221,2086,219,85,48
1500000US245102402002,245102402002,"Block Group 2, Census Tract 2402, Baltimore city, Maryland",825,163,815,165,10,16
1500000US245102403001,245102403001,"Block Group 1, Census Tract 2403, Baltimore city, Maryland",792,159,730,160,62,56
1500000US245102403002,245102403002,"Block Group 2, Census Tract 2403, Baltimore city, Maryland",602,137,573,133,29,28
1500000US245102403003,245102403003,"Block Group 3, Census Tract 2403, Baltimore city, Maryland",582,140,581,140,1,3
1500000US245102404001,245102404001,"Block Group 1, Census Tract 2404, Baltimore city, Maryland",1081,227,1006,196,75,120
1500000US245102404002,245102404002,"Block Group 2, Census Tract 2404, Baltimore city, Maryland",468,173,375,154,93,108
1500000US245102404003,245102404003,"Block Group 3, Census Tract 2404, Baltimore city, Maryland",1381,241,1363,247,18,24
1500000US245102501011,245102501011,"Block Group 1, Census Tract 2501.01, Baltimore city, Maryland",1734,506,1721,500,13,22
1500000US245102501012,245102501012,"Block Group 2, Census Tract 2501.01, Baltimore city, Maryland",2595,545,2526,526,69,82
1500000US245102501021,245102501021,"Block Group 1, Census Tract 2501.02, Baltimore city, Maryland",961,287,961,287,0,12
1500000US245102501022,245102501022,"Block Group 2, Census Tract 2501.02, Baltimore city, Maryland",2079,359,2079,359,0,12
1500000US245102501031,245102501031,"Block Group 1, Census Tract 2501.03, Baltimore city, Maryland",1342,215,1324,215,18,20
1500000US245102501032,245102501032,"Block Group 2, Census Tract 2501.03, Baltimore city, Maryland",751,171,739,179,12,33
1500000US245102501033,245102501033,"Block Group 3, Census Tract 2501.03, Baltimore city, Maryland",821,208,809,204,12,18
1500000US245102501034,245102501034,"Block Group 4, Census Tract 2501.03, Baltimore city, Maryland",792,211,636,168,156,165
1500000US245102502031,245102502031,"Block Group 1, Census Tract 2502.03, Baltimore city, Maryland",963,213,963,213,0,12
1500000US245102502032,245102502032,"Block Group 2, Census Tract 2502.03, Baltimore city, Maryland",979,206,802,162,177,141
1500000US245102502041,245102502041,"Block Group 1, Census Tract 2502.04, Baltimore city, Maryland",2017,460,1982,458,35,53
1500000US245102502042,245102502042,"Block Group 2, Census Tract 2502.04, Baltimore city, Maryland",2356,354,2286,345,70,95
1500000US245102502051,245102502051,"Block Group 1, Census Tract 2502.05, Baltimore city, Maryland",26,44,26,44,0,12
1500000US245102502052,245102502052,"Block Group 2, Census Tract 2502.05, Baltimore city, Maryland",1061,405,978,385,83,128
1500000US245102502053,245102502053,"Block Group 3, Census Tract 2502.05, Baltimore city, Maryland",1323,594,1323,594,0,12
1500000US245102502054,245102502054,"Block Group 4, Census Tract 2502.05, Baltimore city, Maryland",1466,367,1346,349,120,113
1500000US245102502055,245102502055,"Block Group 5, Census Tract 2502.05, Baltimore city, Maryland",646,214,616,214,30,56
1500000US245102502061,245102502061,"Block Group 1, Census Tract 2502.06, Baltimore city, Maryland",332,129,311,124,21,31
1500000US245102502062,245102502062,"Block Group 2, Census Tract 2502.06, Baltimore city, Maryland",788,171,743,173,45,49
1500000US245102502063,245102502063,"Block Group 3, Census Tract 2502.06, Baltimore city, Maryland",884,275,859,281,25,33
1500000US245102502071,245102502071,"Block Group 1, Census Tract 2502.07, Baltimore city, Maryland",1382,205,1334,192,48,46
1500000US245102502072,245102502072,"Block Group 2, Census Tract 2502.07, Baltimore city, Maryland",844,184,776,169,68,76
1500000US245102503011,245102503011,"Block Group 1, Census Tract 2503.01, Baltimore city, Maryland",695,243,671,238,24,40
1500000US245102503012,245102503012,"Block Group 2, Census Tract 2503.01, Baltimore city, Maryland",1749,283,1614,246,135,186
1500000US245102503031,245102503031,"Block Group 1, Census Tract 2503.03, Baltimore city, Maryland",580,187,566,186,14,18
1500000US245102503032,245102503032,"Block Group 2, Census Tract 2503.03, Baltimore city, Maryland",871,258,660,179,211,222
1500000US245102503033,245102503033,"Block Group 3, Census Tract 2503.03, Baltimore city, Maryland",675,205,668,206,7,12
1500000US245102504011,245102504011,"Block Group 1, Census Tract 2504.01, Baltimore city, Maryland",1927,447,1873,427,54,76
1500000US245102504012,245102504012,"Block Group 2, Census Tract 2504.01, Baltimore city, Maryland",720,212,720,212,0,12
1500000US245102504013,245102504013,"Block Group 3, Census Tract 2504.01, Baltimore city, Maryland",929,283,688,223,241,197
1500000US245102504021,245102504021,"Block Group 1, Census Tract 2504.02, Baltimore city, Maryland",1188,473,1112,463,76,117
1500000US245102504022,245102504022,"Block Group 2, Census Tract 2504.02, Baltimore city, Maryland",848,279,814,274,34,57
1500000US245102504023,245102504023,"Block Group 3, Census Tract 2504.02, Baltimore city, Maryland",1692,508,1135,437,557,259
1500000US245102504024,245102504024,"Block Group 4, Census Tract 2504.02, Baltimore city, Maryland",1245,426,1116,388,129,160
1500000US245102505001,245102505001,"Block Group 1, Census Tract 2505, Baltimore city, Maryland",0,12,0,12,0,12
1500000US245102505002,245102505002,"Block Group 2, Census Tract 2505, Baltimore city, Maryland",26,34,26,34,0,12
1500000US245102505003,245102505003,"Block Group 3, Census Tract 2505, Baltimore city, Maryland",2298,740,2023,686,275,302
1500000US245102505004,245102505004,"Block Group 4, Census Tract 2505, Baltimore city, Maryland",1893,730,1893,730,0,12
1500000US245102505005,245102505005,"Block Group 5, Census Tract 2505, Baltimore city, Maryland",1860,554,1569,539,291,297
1500000US245102506001,245102506001,"Block Group 1, Census Tract 2506, Baltimore city, Maryland",0,12,0,12,0,12
1500000US245102601011,245102601011,"Block Group 1, Census Tract 2601.01, Baltimore city, Maryland",648,170,634,170,14,23
1500000US245102601012,245102601012,"Block Group 2, Census Tract 2601.01, Baltimore city, Maryland",921,346,774,295,147,175
1500000US245102601013,245102601013,"Block Group 3, Census Tract 2601.01, Baltimore city, Maryland",1060,301,1034,308,26,41
1500000US245102601014,245102601014,"Block Group 4, Census Tract 2601.01, Baltimore city, Maryland",815,287,678,235,137,170
1500000US245102601015,245102601015,"Block Group 5, Census Tract 2601.01, Baltimore city, Maryland",1221,364,1182,362,39,56
1500000US245102601021,245102601021,"Block Group 1, Census Tract 2601.02, Baltimore city, Maryland",1272,282,1272,282,0,12
1500000US245102601022,245102601022,"Block Group 2, Census Tract 2601.02, Baltimore city, Maryland",1093,335,1093,335,0,12
1500000US245102601023,245102601023,"Block Group 3, Census Tract 2601.02, Baltimore city, Maryland",420,168,420,168,0,12
1500000US245102601024,245102601024,"Block Group 4, Census Tract 2601.02, Baltimore city, Maryland",974,336,826,281,148,145
1500000US245102601025,245102601025,"Block Group 5, Census Tract 2601.02, Baltimore city, Maryland",1270,429,1270,429,0,12
1500000US245102602011,245102602011,"Block Group 1, Census Tract 2602.01, Baltimore city, Maryland",747,325,747,325,0,12
1500000US245102602012,245102602012,"Block Group 2, Census Tract 2602.01, Baltimore city, Maryland",1163,685,1051,673,112,180
1500000US245102602013,245102602013,"Block Group 3, Census Tract 2602.01, Baltimore city, Maryland",1051,521,1040,524,11,20
1500000US245102602014,245102602014,"Block Group 4, Census Tract 2602.01, Baltimore city, Maryland",2471,597,2254,574,217,225
1500000US245102602021,245102602021,"Block Group 1, Census Tract 2602.02, Baltimore city, Maryland",106,98,106,98,0,12
1500000US245102602022,245102602022,"Block Group 2, Census Tract 2602.02, Baltimore city, Maryland",2639,465,2604,459,35,56
1500000US245102602023,245102602023,"Block Group 3, Census Tract 2602.02, Baltimore city, Maryland",2208,499,2208,499,0,12
1500000US245102602024,245102602024,"Block Group 4, Census Tract 2602.02, Baltimore city, Maryland",858,274,858,274,0,12
1500000US245102602031,245102602031,"Block Group 1, Census Tract 2602.03, Baltimore city, Maryland",1611,248,1603,246,8,14
1500000US245102602032,245102602032,"Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",1153,237,1145,237,8,12
1500000US245102603011,245102603011,"Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",687,326,687,326,0,12
1500000US245102603012,245102603012,"Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",842,273,833,270,9,15
1500000US245102603013,245102603013,"Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",754,281,738,276,16,25
1500000US245102603014,245102603014,"Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",958,305,958,305,0,12
1500000US245102603015,245102603015,"Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",905,396,905,396,0,12
1500000US245102603021,245102603021,"Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",516,264,516,264,0,12
1500000US245102603022,245102603022,"Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",853,294,791,252,62,105
1500000US245102603023,245102603023,"Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",1027,502,1027,502,0,12
1500000US245102603024,245102603024,"Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",1922,601,1922,601,0,12
1500000US245102603025,245102603025,"Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",704,301,704,301,0,12
1500000US245102603026,245102603026,"Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",1402,574,1402,574,0,12
1500000US245102603031,245102603031,"Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",834,162,784,163,50,41
1500000US245102604011,245102604011,"Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",578,184,412,175,166,134
1500000US245102604012,245102604012,"Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",2319,376,1697,369,622,284
1500000US245102604013,245102604013,"Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",405,233,384,233,21,36
1500000US245102604021,245102604021,"Block Group 1, Census Tract 2604.02, Baltimore city, Maryland",1679,426,1679,426,0,12
1500000US245102604022,245102604022,"Block Group 2, Census Tract 2604.02, Baltimore city, Maryland",857,256,857,256,0,12
1500000US245102604031,245102604031,"Block Group 1, Census Tract 2604.03, Baltimore city, Maryland",1552,221,1552,221,0,12
1500000US245102604032,245102604032,"Block Group 2, Census Tract 2604.03, Baltimore city, Maryland",108,153,108,153,0,12
1500000US245102604041,245102604041,"Block Group 1, Census Tract 2604.04, Baltimore city, Maryland",5,8,0,12,5,8
1500000US245102604042,245102604042,"Block Group 2, Census Tract 2604.04, Baltimore city, Maryland",345,155,293,149,52,60
1500000US245102604043,245102604043,"Block Group 3, Census Tract 2604.04, Baltimore city, Maryland",1729,348,976,299,753,364
1500000US245102605011,245102605011,"Block Group 1, Census Tract 2605.01, Baltimore city, Maryland",2922,637,1980,432,942,513
1500000US245102605012,245102605012,"Block Group 2, Census Tract 2605.01, Baltimore city, Maryland",1645,438,1201,294,444,439
1500000US245102605013,245102605013,"Block Group 3, Census Tract 2605.01, Baltimore city, Maryland",1221,302,1015,324,206,148
1500000US245102606041,245102606041,"Block Group 1, Census Tract 2606.04, Baltimore city, Maryland",504,152,370,128,134,80
1500000US245102606042,245102606042,"Block Group 2, Census Tract 2606.04, Baltimore city, Maryland",166,59,157,57,9,15
1500000US245102606043,245102606043,"Block Group 3, Census Tract 2606.04, Baltimore city, Maryland",602,126,548,135,54,69
1500000US245102606051,245102606051,"Block Group 1, Census Tract 2606.05, Baltimore city, Maryland",1053,322,954,278,99,139
1500000US245102606052,245102606052,"Block Group 2, Census Tract 2606.05, Baltimore city, Maryland",1541,458,1057,314,484,321
1500000US245102606053,245102606053,"Block Group 3, Census Tract 2606.05, Baltimore city, Maryland",1123,339,721,206,402,325
1500000US245102606054,245102606054,"Block Group 4, Census Tract 2606.05, Baltimore city, Maryland",493,197,454,157,39,62
1500000US245102606055,245102606055,"Block Group 5, Census Tract 2606.05, Baltimore city, Maryland",97,57,97,57,0,12
1500000US245102606056,245102606056,"Block Group 6, Census Tract 2606.05, Baltimore city, Maryland",4,7,4,7,0,12
1500000US245102607001,245102607001,"Block Group 1, Census Tract 2607, Baltimore city, Maryland",1493,342,922,253,571,250
1500000US245102607002,245102607002,"Block Group 2, Census Tract 2607, Baltimore city, Maryland",920,254,615,160,305,195
1500000US245102608001,245102608001,"Block Group 1, Census Tract 2608, Baltimore city, Maryland",1370,300,914,214,456,252
1500000US245102608002,245102608002,"Block Group 2, Census Tract 2608, Baltimore city, Maryland",1115,344,664,151,451,320
1500000US245102609001,245102609001,"Block Group 1, Census Tract 2609, Baltimore city, Maryland",789,198,761,199,28,28
1500000US245102609002,245102609002,"Block Group 2, Census Tract 2609, Baltimore city, Maryland",948,254,744,199,204,177
1500000US245102609003,245102609003,"Block Group 3, Census Tract 2609, Baltimore city, Maryland",1097,231,1087,228,10,15
1500000US245102610001,245102610001,"Block Group 1, Census Tract 2610, Baltimore city, Maryland",283,140,283,140,0,12
1500000US245102610002,245102610002,"Block Group 2, Census Tract 2610, Baltimore city, Maryland",904,245,681,273,223,195
1500000US245102610003,245102610003,"Block Group 3, Census Tract 2610, Baltimore city, Maryland",497,256,248,130,249,216
1500000US245102610004,245102610004,"Block Group 4, Census Tract 2610, Baltimore city, Maryland",1531,697,1147,401,384,542
1500000US245102611001,245102611001,"Block Group 1, Census Tract 2611, Baltimore city, Maryland",651,131,577,109,74,92
1500000US245102611002,245102611002,"Block Group 2, Census Tract 2611, Baltimore city, Maryland",1339,166,1311,159,28,24
1500000US245102701011,245102701011,"Block Group 1, Census Tract 2701.01, Baltimore city, Maryland",804,131,792,129,12,13
1500000US245102701012,245102701012,"Block Group 2, Census Tract 2701.01, Baltimore city, Maryland",948,259,912,258,36,45
1500000US245102701021,245102701021,"Block Group 1, Census Tract 2701.02, Baltimore city, Maryland",933,247,913,250,20,34
1500000US245102701022,245102701022,"Block Group 2, Census Tract 2701.02, Baltimore city, Maryland",704,368,704,368,0,12
1500000US245102701023,245102701023,"Block Group 3, Census Tract 2701.02, Baltimore city, Maryland",726,265,691,264,35,51
1500000US245102701024,245102701024,"Block Group 4, Census Tract 2701.02, Baltimore city, Maryland",1332,363,1332,363,0,12
