GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Family households:,Margin of Error; Family households:,Estimate; Family households: - Married-couple family,Margin of Error; Family households: - Married-couple family,Estimate; Family households: - Other family:,Margin of Error; Family households: - Other family:,"Estimate; Family households: - Other family: - Male householder, no wife present","Margin of Error; Family households: - Other family: - Male householder, no wife present","Estimate; Family households: - Other family: - Female householder, no husband present","Margin of Error; Family households: - Other family: - Female householder, no husband present",Estimate; Nonfamily households:,Margin of Error; Nonfamily households:,Estimate; Nonfamily households: - Householder living alone,Margin of Error; Nonfamily households: - Householder living alone,Estimate; Nonfamily households: - Householder not living alone,Margin of Error; Nonfamily households: - Householder not living alone
1500000US245101202011,245101202011,"Block Group 1, Census Tract 1202.01, Baltimore city, Maryland",461,66,152,42,130,40,22,14,4,7,18,16,309,66,180,62,129,52
1500000US245101202012,245101202012,"Block Group 2, Census Tract 1202.01, Baltimore city, Maryland",434,80,131,51,112,47,19,18,0,12,19,18,303,88,215,74,88,41
1500000US245101202021,245101202021,"Block Group 1, Census Tract 1202.02, Baltimore city, Maryland",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US245101202022,245101202022,"Block Group 2, Census Tract 1202.02, Baltimore city, Maryland",391,104,7,15,7,15,0,12,0,12,0,12,384,103,350,105,34,26
1500000US245101202023,245101202023,"Block Group 3, Census Tract 1202.02, Baltimore city, Maryland",149,83,16,27,16,27,0,12,0,12,0,12,133,79,97,73,36,34
1500000US245101202024,245101202024,"Block Group 4, Census Tract 1202.02, Baltimore city, Maryland",820,133,188,78,153,79,35,52,35,52,0,12,632,143,421,124,211,106
1500000US245101202025,245101202025,"Block Group 5, Census Tract 1202.02, Baltimore city, Maryland",539,123,86,60,78,63,8,16,0,12,8,16,453,110,374,115,79,39
1500000US245101203001,245101203001,"Block Group 1, Census Tract 1203, Baltimore city, Maryland",437,90,83,42,76,39,7,15,0,12,7,15,354,87,283,94,71,42
1500000US245101203002,245101203002,"Block Group 2, Census Tract 1203, Baltimore city, Maryland",301,72,166,60,90,58,76,58,0,12,76,58,135,50,63,34,72,41
1500000US245101203003,245101203003,"Block Group 3, Census Tract 1203, Baltimore city, Maryland",298,79,118,55,66,43,52,41,13,20,39,36,180,74,129,70,51,34
1500000US245101203004,245101203004,"Block Group 4, Census Tract 1203, Baltimore city, Maryland",556,100,214,92,66,39,148,91,71,74,77,53,342,103,202,70,140,72
1500000US245101204001,245101204001,"Block Group 1, Census Tract 1204, Baltimore city, Maryland",246,53,118,41,33,21,85,34,0,12,85,34,128,46,111,46,17,15
1500000US245101204002,245101204002,"Block Group 2, Census Tract 1204, Baltimore city, Maryland",377,62,159,44,56,24,103,40,9,11,94,39,218,49,127,36,91,37
1500000US245101205001,245101205001,"Block Group 1, Census Tract 1205, Baltimore city, Maryland",358,64,115,53,38,29,77,47,11,12,66,46,243,53,151,49,92,44
1500000US245101205002,245101205002,"Block Group 2, Census Tract 1205, Baltimore city, Maryland",599,73,164,47,60,29,104,42,38,30,66,30,435,76,295,71,140,50
1500000US245101206001,245101206001,"Block Group 1, Census Tract 1206, Baltimore city, Maryland",560,90,91,46,74,41,17,19,17,19,0,12,469,91,425,88,44,34
1500000US245101206002,245101206002,"Block Group 2, Census Tract 1206, Baltimore city, Maryland",544,100,111,66,26,31,85,59,31,38,54,45,433,99,345,98,88,47
1500000US245101206003,245101206003,"Block Group 3, Census Tract 1206, Baltimore city, Maryland",534,115,8,13,0,12,8,13,0,12,8,13,526,116,506,121,20,23
1500000US245101207001,245101207001,"Block Group 1, Census Tract 1207, Baltimore city, Maryland",332,79,100,54,38,27,62,46,48,39,14,20,232,65,154,53,78,43
1500000US245101207002,245101207002,"Block Group 2, Census Tract 1207, Baltimore city, Maryland",329,88,147,71,67,49,80,57,43,50,37,28,182,63,107,53,75,49
1500000US245101207003,245101207003,"Block Group 3, Census Tract 1207, Baltimore city, Maryland",397,78,203,74,157,71,46,38,11,20,35,32,194,77,124,62,70,51
1500000US245101301001,245101301001,"Block Group 1, Census Tract 1301, Baltimore city, Maryland",268,78,116,58,21,33,95,50,40,32,55,45,152,72,76,43,76,57
1500000US245101301002,245101301002,"Block Group 2, Census Tract 1301, Baltimore city, Maryland",423,92,74,52,29,24,45,46,0,12,45,46,349,100,291,86,58,57
1500000US245101301003,245101301003,"Block Group 3, Census Tract 1301, Baltimore city, Maryland",450,106,204,95,64,61,140,76,46,45,94,59,246,86,246,86,0,12
1500000US245101301004,245101301004,"Block Group 4, Census Tract 1301, Baltimore city, Maryland",324,78,72,47,32,36,40,35,0,12,40,35,252,72,221,77,31,29
1500000US245101302001,245101302001,"Block Group 1, Census Tract 1302, Baltimore city, Maryland",365,82,141,82,35,38,106,67,57,58,49,43,224,68,118,58,106,55
1500000US245101302002,245101302002,"Block Group 2, Census Tract 1302, Baltimore city, Maryland",342,80,246,85,35,46,211,83,25,32,186,78,96,44,70,40,26,21
1500000US245101302003,245101302003,"Block Group 3, Census Tract 1302, Baltimore city, Maryland",281,81,129,64,70,55,59,40,24,31,35,26,152,80,93,61,59,51
1500000US245101302004,245101302004,"Block Group 4, Census Tract 1302, Baltimore city, Maryland",227,83,125,63,33,30,92,62,22,31,70,56,102,59,68,48,34,35
1500000US245101303001,245101303001,"Block Group 1, Census Tract 1303, Baltimore city, Maryland",360,77,135,66,44,34,91,59,34,43,57,39,225,54,196,58,29,33
1500000US245101303002,245101303002,"Block Group 2, Census Tract 1303, Baltimore city, Maryland",162,57,113,53,13,16,100,53,54,37,46,40,49,32,49,32,0,12
1500000US245101303003,245101303003,"Block Group 3, Census Tract 1303, Baltimore city, Maryland",290,54,168,51,28,20,140,51,48,36,92,40,122,54,122,54,0,12
1500000US245101304001,245101304001,"Block Group 1, Census Tract 1304, Baltimore city, Maryland",230,65,142,52,61,37,81,40,7,10,74,40,88,50,82,52,6,9
1500000US245101304002,245101304002,"Block Group 2, Census Tract 1304, Baltimore city, Maryland",352,65,196,50,60,41,136,42,24,21,112,47,156,57,100,48,56,42
1500000US245101304003,245101304003,"Block Group 3, Census Tract 1304, Baltimore city, Maryland",246,54,97,46,29,25,68,38,27,32,41,30,149,55,139,51,10,16
1500000US245101306001,245101306001,"Block Group 1, Census Tract 1306, Baltimore city, Maryland",522,92,252,84,163,81,89,48,22,26,67,40,270,79,144,54,126,66
1500000US245101306002,245101306002,"Block Group 2, Census Tract 1306, Baltimore city, Maryland",437,75,172,72,129,70,43,33,15,21,28,26,265,75,166,75,99,51
1500000US245101306003,245101306003,"Block Group 3, Census Tract 1306, Baltimore city, Maryland",305,89,116,62,89,56,27,22,7,10,20,23,189,80,126,71,63,41
1500000US245101306004,245101306004,"Block Group 4, Census Tract 1306, Baltimore city, Maryland",573,94,225,73,196,72,29,24,12,13,17,20,348,102,188,83,160,79
1500000US245101307001,245101307001,"Block Group 1, Census Tract 1307, Baltimore city, Maryland",264,59,101,51,86,44,15,23,0,12,15,23,163,54,163,54,0,12
1500000US245101307002,245101307002,"Block Group 2, Census Tract 1307, Baltimore city, Maryland",479,70,242,81,242,81,0,12,0,12,0,12,237,67,162,61,75,47
1500000US245101307003,245101307003,"Block Group 3, Census Tract 1307, Baltimore city, Maryland",297,71,118,65,118,65,0,12,0,12,0,12,179,67,88,66,91,58
1500000US245101307004,245101307004,"Block Group 4, Census Tract 1307, Baltimore city, Maryland",386,84,60,42,60,42,0,12,0,12,0,12,326,95,290,96,36,27
1500000US245101307005,245101307005,"Block Group 5, Census Tract 1307, Baltimore city, Maryland",471,95,276,104,178,79,98,92,87,90,11,17,195,68,111,56,84,59
1500000US245101307006,245101307006,"Block Group 6, Census Tract 1307, Baltimore city, Maryland",538,122,174,109,166,106,8,14,0,12,8,14,364,91,322,86,42,37
1500000US245101308031,245101308031,"Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",335,76,116,60,79,52,37,37,37,37,0,12,219,84,196,82,23,26
1500000US245101308032,245101308032,"Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",455,101,246,95,193,88,53,44,8,12,45,42,209,75,154,71,55,33
1500000US245101308033,245101308033,"Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",451,74,238,81,140,62,98,66,65,55,33,40,213,65,176,63,37,31
1500000US245101308041,245101308041,"Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",390,59,177,49,104,38,73,36,8,11,65,37,213,51,136,48,77,32
1500000US245101308042,245101308042,"Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",487,57,236,60,178,65,58,38,6,10,52,36,251,53,184,51,67,28
1500000US245101308051,245101308051,"Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",586,48,180,54,86,48,94,37,7,8,87,38,406,65,397,66,9,10
1500000US245101308061,245101308061,"Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",551,51,275,53,200,54,75,41,28,20,47,35,276,62,195,50,81,37
1500000US245101401001,245101401001,"Block Group 1, Census Tract 1401, Baltimore city, Maryland",575,121,145,77,145,77,0,12,0,12,0,12,430,121,316,114,114,71
1500000US245101401002,245101401002,"Block Group 2, Census Tract 1401, Baltimore city, Maryland",408,101,84,53,84,53,0,12,0,12,0,12,324,107,181,66,143,107
1500000US245101401003,245101401003,"Block Group 3, Census Tract 1401, Baltimore city, Maryland",648,151,169,93,102,85,67,48,0,12,67,48,479,146,382,131,97,79
1500000US245101401004,245101401004,"Block Group 4, Census Tract 1401, Baltimore city, Maryland",744,140,285,119,285,119,0,12,0,12,0,12,459,124,412,120,47,43
1500000US245101402001,245101402001,"Block Group 1, Census Tract 1402, Baltimore city, Maryland",282,88,142,56,14,17,128,53,0,12,128,53,140,73,135,73,5,8
1500000US245101402002,245101402002,"Block Group 2, Census Tract 1402, Baltimore city, Maryland",288,94,192,85,19,20,173,84,47,53,126,71,96,62,96,62,0,12
1500000US245101402003,245101402003,"Block Group 3, Census Tract 1402, Baltimore city, Maryland",68,59,68,59,0,12,68,59,0,12,68,59,0,12,0,12,0,12
1500000US245101402004,245101402004,"Block Group 4, Census Tract 1402, Baltimore city, Maryland",222,89,175,90,27,35,148,85,0,12,148,85,47,42,24,28,23,36
1500000US245101403001,245101403001,"Block Group 1, Census Tract 1403, Baltimore city, Maryland",273,75,68,30,11,11,57,29,0,12,57,29,205,71,199,71,6,8
1500000US245101403002,245101403002,"Block Group 2, Census Tract 1403, Baltimore city, Maryland",176,58,103,48,20,25,83,42,0,12,83,42,73,49,67,48,6,9
1500000US245101403003,245101403003,"Block Group 3, Census Tract 1403, Baltimore city, Maryland",239,65,105,40,43,20,62,35,6,9,56,34,134,53,92,49,42,31
1500000US245101403004,245101403004,"Block Group 4, Census Tract 1403, Baltimore city, Maryland",303,86,220,70,75,49,145,57,34,27,111,51,83,65,71,64,12,13
1500000US245101501001,245101501001,"Block Group 1, Census Tract 1501, Baltimore city, Maryland",229,85,112,60,20,20,92,60,8,13,84,59,117,69,91,69,26,30
1500000US245101501002,245101501002,"Block Group 2, Census Tract 1501, Baltimore city, Maryland",416,85,218,78,22,24,196,74,0,12,196,74,198,72,175,68,23,30
1500000US245101501003,245101501003,"Block Group 3, Census Tract 1501, Baltimore city, Maryland",483,94,353,98,14,11,339,98,26,29,313,95,130,57,109,51,21,25
1500000US245101502001,245101502001,"Block Group 1, Census Tract 1502, Baltimore city, Maryland",334,89,252,78,95,55,157,64,6,10,151,63,82,54,82,54,0,12
1500000US245101502002,245101502002,"Block Group 2, Census Tract 1502, Baltimore city, Maryland",232,69,128,55,37,43,91,40,7,10,84,40,104,56,71,42,33,36
1500000US245101502003,245101502003,"Block Group 3, Census Tract 1502, Baltimore city, Maryland",288,76,138,49,50,34,88,36,12,12,76,35,150,78,135,75,15,13
1500000US245101503001,245101503001,"Block Group 1, Census Tract 1503, Baltimore city, Maryland",236,56,131,45,42,26,89,37,5,9,84,38,105,49,105,49,0,12
1500000US245101503002,245101503002,"Block Group 2, Census Tract 1503, Baltimore city, Maryland",291,72,164,61,31,30,133,60,26,28,107,55,127,59,117,57,10,14
1500000US245101503003,245101503003,"Block Group 3, Census Tract 1503, Baltimore city, Maryland",178,68,147,61,49,31,98,52,0,12,98,52,31,29,31,29,0,12
1500000US245101504001,245101504001,"Block Group 1, Census Tract 1504, Baltimore city, Maryland",259,85,167,85,48,36,119,81,54,56,65,61,92,40,82,37,10,16
1500000US245101504002,245101504002,"Block Group 2, Census Tract 1504, Baltimore city, Maryland",270,94,166,90,10,16,156,90,0,12,156,90,104,54,77,33,27,43
1500000US245101504003,245101504003,"Block Group 3, Census Tract 1504, Baltimore city, Maryland",602,117,318,97,54,48,264,91,60,55,204,88,284,98,205,72,79,69
1500000US245101505001,245101505001,"Block Group 1, Census Tract 1505, Baltimore city, Maryland",297,47,113,37,28,20,85,33,0,12,85,33,184,42,160,41,24,23
1500000US245101505002,245101505002,"Block Group 2, Census Tract 1505, Baltimore city, Maryland",355,53,220,54,53,24,167,51,25,25,142,44,135,56,125,54,10,17
1500000US245101506001,245101506001,"Block Group 1, Census Tract 1506, Baltimore city, Maryland",207,66,139,62,16,19,123,58,33,40,90,53,68,37,68,37,0,12
1500000US245101506002,245101506002,"Block Group 2, Census Tract 1506, Baltimore city, Maryland",166,70,110,63,53,49,57,37,32,35,25,23,56,46,47,45,9,16
1500000US245101506003,245101506003,"Block Group 3, Census Tract 1506, Baltimore city, Maryland",174,77,84,46,9,14,75,41,0,12,75,41,90,63,90,63,0,12
1500000US245101506004,245101506004,"Block Group 4, Census Tract 1506, Baltimore city, Maryland",139,86,66,64,43,51,23,38,0,12,23,38,73,57,73,57,0,12
1500000US245101506005,245101506005,"Block Group 5, Census Tract 1506, Baltimore city, Maryland",268,103,81,51,15,19,66,53,0,12,66,53,187,86,156,81,31,29
1500000US245101507011,245101507011,"Block Group 1, Census Tract 1507.01, Baltimore city, Maryland",179,56,44,22,22,15,22,17,5,8,17,15,135,62,111,56,24,31
1500000US245101507012,245101507012,"Block Group 2, Census Tract 1507.01, Baltimore city, Maryland",150,50,94,37,30,20,64,40,0,12,64,40,56,39,56,39,0,12
1500000US245101507013,245101507013,"Block Group 3, Census Tract 1507.01, Baltimore city, Maryland",225,56,144,44,38,29,106,39,13,11,93,39,81,42,64,35,17,27
1500000US245101507021,245101507021,"Block Group 1, Census Tract 1507.02, Baltimore city, Maryland",323,68,175,53,44,28,131,50,20,23,111,46,148,63,148,63,0,12
1500000US245101507022,245101507022,"Block Group 2, Census Tract 1507.02, Baltimore city, Maryland",310,90,214,72,90,46,124,66,9,14,115,65,96,65,96,65,0,12
1500000US245101507023,245101507023,"Block Group 3, Census Tract 1507.02, Baltimore city, Maryland",162,62,82,48,30,28,52,39,0,12,52,39,80,54,62,47,18,21
1500000US245101508001,245101508001,"Block Group 1, Census Tract 1508, Baltimore city, Maryland",319,110,122,73,26,24,96,76,20,34,76,62,197,91,197,91,0,12
1500000US245101508002,245101508002,"Block Group 2, Census Tract 1508, Baltimore city, Maryland",238,85,138,67,30,28,108,62,0,12,108,62,100,66,100,66,0,12
1500000US245101508003,245101508003,"Block Group 3, Census Tract 1508, Baltimore city, Maryland",494,136,225,99,91,70,134,81,35,43,99,69,269,119,261,120,8,15
1500000US245101508004,245101508004,"Block Group 4, Census Tract 1508, Baltimore city, Maryland",178,92,95,83,0,12,95,83,0,12,95,83,83,52,63,51,20,22
1500000US245101508005,245101508005,"Block Group 5, Census Tract 1508, Baltimore city, Maryland",199,84,103,53,48,35,55,46,0,12,55,46,96,68,66,56,30,47
1500000US245101508006,245101508006,"Block Group 6, Census Tract 1508, Baltimore city, Maryland",250,112,113,69,44,51,69,47,0,12,69,47,137,92,75,74,62,58
1500000US245101509001,245101509001,"Block Group 1, Census Tract 1509, Baltimore city, Maryland",386,88,330,90,142,66,188,69,0,12,188,69,56,42,47,42,9,14
1500000US245101509002,245101509002,"Block Group 2, Census Tract 1509, Baltimore city, Maryland",299,86,196,64,62,39,134,60,13,19,121,58,103,56,72,48,31,35
1500000US245101509003,245101509003,"Block Group 3, Census Tract 1509, Baltimore city, Maryland",205,59,169,63,138,68,31,27,9,14,22,23,36,29,36,29,0,12
1500000US245101509004,245101509004,"Block Group 4, Census Tract 1509, Baltimore city, Maryland",208,51,106,48,106,48,0,12,0,12,0,12,102,40,102,40,0,12
1500000US245101510001,245101510001,"Block Group 1, Census Tract 1510, Baltimore city, Maryland",215,64,146,57,0,12,146,57,0,12,146,57,69,41,69,41,0,12
1500000US245101510002,245101510002,"Block Group 2, Census Tract 1510, Baltimore city, Maryland",302,101,119,49,46,31,73,44,0,12,73,44,183,95,172,93,11,17
1500000US245101510003,245101510003,"Block Group 3, Census Tract 1510, Baltimore city, Maryland",177,84,86,68,14,18,72,71,0,12,72,71,91,69,68,60,23,34
1500000US245101510004,245101510004,"Block Group 4, Census Tract 1510, Baltimore city, Maryland",171,80,124,75,67,63,57,56,19,31,38,47,47,49,9,13,38,48
1500000US245101510005,245101510005,"Block Group 5, Census Tract 1510, Baltimore city, Maryland",370,104,231,92,71,38,160,88,34,44,126,78,139,70,108,62,31,35
1500000US245101510006,245101510006,"Block Group 6, Census Tract 1510, Baltimore city, Maryland",198,81,129,73,7,12,122,72,0,12,122,72,69,60,69,60,0,12
1500000US245101510007,245101510007,"Block Group 7, Census Tract 1510, Baltimore city, Maryland",174,67,156,63,39,44,117,54,23,37,94,50,18,21,18,21,0,12
1500000US245101511001,245101511001,"Block Group 1, Census Tract 1511, Baltimore city, Maryland",537,178,484,183,43,51,441,179,0,12,441,179,53,50,53,50,0,12
1500000US245101511002,245101511002,"Block Group 2, Census Tract 1511, Baltimore city, Maryland",732,183,413,152,95,62,318,150,25,42,293,144,319,151,299,149,20,32
1500000US245101511003,245101511003,"Block Group 3, Census Tract 1511, Baltimore city, Maryland",353,149,180,125,163,121,17,29,17,29,0,12,173,96,173,96,0,12
1500000US245101511004,245101511004,"Block Group 4, Census Tract 1511, Baltimore city, Maryland",339,119,235,117,87,80,148,114,51,60,97,96,104,84,104,84,0,12
1500000US245101511005,245101511005,"Block Group 5, Census Tract 1511, Baltimore city, Maryland",405,138,154,87,86,68,68,58,0,12,68,58,251,167,196,143,55,88
1500000US245101511006,245101511006,"Block Group 6, Census Tract 1511, Baltimore city, Maryland",356,150,163,126,67,60,96,110,17,34,79,105,193,113,193,113,0,12
1500000US245101512001,245101512001,"Block Group 1, Census Tract 1512, Baltimore city, Maryland",791,126,371,95,135,61,236,102,70,82,166,75,420,102,394,111,26,43
1500000US245101512002,245101512002,"Block Group 2, Census Tract 1512, Baltimore city, Maryland",109,52,73,49,13,20,60,44,0,12,60,44,36,51,36,51,0,12
1500000US245101512003,245101512003,"Block Group 3, Census Tract 1512, Baltimore city, Maryland",264,98,238,100,19,24,219,102,31,51,188,99,26,18,16,20,10,16
1500000US245101512004,245101512004,"Block Group 4, Census Tract 1512, Baltimore city, Maryland",203,69,109,53,19,30,90,44,16,20,74,40,94,51,94,51,0,12
1500000US245101512005,245101512005,"Block Group 5, Census Tract 1512, Baltimore city, Maryland",278,108,213,116,98,93,115,74,10,17,105,73,65,48,36,31,29,37
1500000US245101513001,245101513001,"Block Group 1, Census Tract 1513, Baltimore city, Maryland",455,124,308,121,128,59,180,111,0,12,180,111,147,69,86,51,61,63
1500000US245101513002,245101513002,"Block Group 2, Census Tract 1513, Baltimore city, Maryland",233,66,160,74,7,13,153,73,26,26,127,72,73,48,73,48,0,12
1500000US245101513003,245101513003,"Block Group 3, Census Tract 1513, Baltimore city, Maryland",124,75,83,68,58,64,25,22,0,12,25,22,41,38,34,37,7,10
1500000US245101513004,245101513004,"Block Group 4, Census Tract 1513, Baltimore city, Maryland",363,125,164,64,51,36,113,63,35,35,78,51,199,112,139,99,60,58
1500000US245101513005,245101513005,"Block Group 5, Census Tract 1513, Baltimore city, Maryland",355,122,165,81,34,39,131,75,31,36,100,73,190,110,161,105,29,33
1500000US245101601001,245101601001,"Block Group 1, Census Tract 1601, Baltimore city, Maryland",179,85,127,82,0,12,127,82,48,47,79,58,52,50,38,47,14,23
1500000US245101601002,245101601002,"Block Group 2, Census Tract 1601, Baltimore city, Maryland",129,67,82,58,22,34,60,48,11,20,49,44,47,41,47,41,0,12
1500000US245101601003,245101601003,"Block Group 3, Census Tract 1601, Baltimore city, Maryland",393,110,78,63,46,54,32,30,0,12,32,30,315,96,264,85,51,54
1500000US245101601004,245101601004,"Block Group 4, Census Tract 1601, Baltimore city, Maryland",292,94,156,87,18,20,138,85,25,28,113,84,136,64,120,60,16,26
1500000US245101602001,245101602001,"Block Group 1, Census Tract 1602, Baltimore city, Maryland",368,68,275,63,74,41,201,66,57,42,144,58,93,39,80,36,13,17
1500000US245101602002,245101602002,"Block Group 2, Census Tract 1602, Baltimore city, Maryland",217,66,54,34,16,18,38,29,11,18,27,24,163,63,120,57,43,40
1500000US245101602003,245101602003,"Block Group 3, Census Tract 1602, Baltimore city, Maryland",310,81,215,67,20,25,195,73,5,8,190,73,95,59,95,59,0,12
1500000US245101603001,245101603001,"Block Group 1, Census Tract 1603, Baltimore city, Maryland",210,59,171,56,40,36,131,62,6,9,125,63,39,26,23,24,16,16
1500000US245101603002,245101603002,"Block Group 2, Census Tract 1603, Baltimore city, Maryland",265,79,78,41,32,33,46,31,4,7,42,32,187,72,174,72,13,20
1500000US245101604001,245101604001,"Block Group 1, Census Tract 1604, Baltimore city, Maryland",140,51,68,43,26,23,42,36,21,23,21,28,72,35,49,33,23,22
1500000US245101604002,245101604002,"Block Group 2, Census Tract 1604, Baltimore city, Maryland",295,80,181,63,38,30,143,57,11,13,132,58,114,55,34,21,80,59
1500000US245101604003,245101604003,"Block Group 3, Census Tract 1604, Baltimore city, Maryland",145,57,95,44,0,12,95,44,8,12,87,42,50,36,41,35,9,10
1500000US245101604004,245101604004,"Block Group 4, Census Tract 1604, Baltimore city, Maryland",226,71,162,61,7,10,155,61,35,36,120,54,64,34,59,33,5,9
1500000US245101605001,245101605001,"Block Group 1, Census Tract 1605, Baltimore city, Maryland",441,103,253,103,28,36,225,102,79,66,146,81,188,78,153,69,35,45
1500000US245101605002,245101605002,"Block Group 2, Census Tract 1605, Baltimore city, Maryland",165,58,101,54,34,36,67,39,13,21,54,33,64,35,53,31,11,17
1500000US245101605003,245101605003,"Block Group 3, Census Tract 1605, Baltimore city, Maryland",212,92,169,90,53,58,116,71,22,36,94,61,43,48,43,48,0,12
1500000US245101605004,245101605004,"Block Group 4, Census Tract 1605, Baltimore city, Maryland",322,78,194,73,105,72,89,54,34,39,55,42,128,59,106,51,22,34
1500000US245101605005,245101605005,"Block Group 5, Census Tract 1605, Baltimore city, Maryland",433,103,192,77,45,35,147,68,10,16,137,68,241,92,241,92,0,12
1500000US245101606001,245101606001,"Block Group 1, Census Tract 1606, Baltimore city, Maryland",135,74,84,48,28,23,56,44,30,45,26,26,51,56,51,56,0,12
1500000US245101606002,245101606002,"Block Group 2, Census Tract 1606, Baltimore city, Maryland",224,64,149,65,30,34,119,56,42,41,77,41,75,52,39,30,36,44
1500000US245101606003,245101606003,"Block Group 3, Census Tract 1606, Baltimore city, Maryland",291,82,194,70,55,36,139,69,9,14,130,68,97,58,97,58,0,12
1500000US245101606004,245101606004,"Block Group 4, Census Tract 1606, Baltimore city, Maryland",314,86,31,26,15,17,16,19,0,12,16,19,283,82,283,82,0,12
1500000US245101606005,245101606005,"Block Group 5, Census Tract 1606, Baltimore city, Maryland",145,47,79,42,21,22,58,36,10,15,48,32,66,45,35,33,31,36
1500000US245101607001,245101607001,"Block Group 1, Census Tract 1607, Baltimore city, Maryland",117,53,44,31,22,18,22,24,13,21,9,13,73,51,56,48,17,14
1500000US245101607002,245101607002,"Block Group 2, Census Tract 1607, Baltimore city, Maryland",304,87,168,73,77,46,91,61,12,20,79,56,136,77,130,78,6,10
1500000US245101607003,245101607003,"Block Group 3, Census Tract 1607, Baltimore city, Maryland",142,73,116,71,39,43,77,54,0,12,77,54,26,23,26,23,0,12
1500000US245101607004,245101607004,"Block Group 4, Census Tract 1607, Baltimore city, Maryland",401,103,184,82,67,51,117,64,8,13,109,62,217,80,217,80,0,12
1500000US245101607005,245101607005,"Block Group 5, Census Tract 1607, Baltimore city, Maryland",141,84,70,60,42,47,28,34,0,12,28,34,71,60,71,60,0,12
1500000US245101607006,245101607006,"Block Group 6, Census Tract 1607, Baltimore city, Maryland",197,86,123,63,45,37,78,51,15,24,63,44,74,61,74,61,0,12
1500000US245101607007,245101607007,"Block Group 7, Census Tract 1607, Baltimore city, Maryland",243,78,162,68,14,16,148,68,53,43,95,64,81,46,81,46,0,12
1500000US245101608011,245101608011,"Block Group 1, Census Tract 1608.01, Baltimore city, Maryland",552,118,411,122,113,74,298,110,80,83,218,90,141,75,141,75,0,12
1500000US245101608012,245101608012,"Block Group 2, Census Tract 1608.01, Baltimore city, Maryland",227,77,80,46,30,26,50,36,12,20,38,29,147,71,101,58,46,63
1500000US245101608013,245101608013,"Block Group 3, Census Tract 1608.01, Baltimore city, Maryland",161,75,108,82,14,18,94,80,0,12,94,80,53,38,30,28,23,26
1500000US245101608014,245101608014,"Block Group 4, Census Tract 1608.01, Baltimore city, Maryland",225,75,154,54,31,33,123,56,44,50,79,46,71,56,66,55,5,9
1500000US245101608021,245101608021,"Block Group 1, Census Tract 1608.02, Baltimore city, Maryland",260,65,158,59,34,26,124,52,12,18,112,52,102,58,73,40,29,42
1500000US245101608022,245101608022,"Block Group 2, Census Tract 1608.02, Baltimore city, Maryland",297,76,220,71,105,51,115,49,17,20,98,49,77,55,77,55,0,12
1500000US245101608023,245101608023,"Block Group 3, Census Tract 1608.02, Baltimore city, Maryland",507,82,336,80,89,55,247,69,6,12,241,67,171,80,151,76,20,19
1500000US245101701001,245101701001,"Block Group 1, Census Tract 1701, Baltimore city, Maryland",610,77,126,47,40,24,86,43,9,14,77,38,484,69,445,72,39,24
1500000US245101701002,245101701002,"Block Group 2, Census Tract 1701, Baltimore city, Maryland",308,67,94,46,7,12,87,44,0,12,87,44,214,67,203,64,11,13
1500000US245101702001,245101702001,"Block Group 1, Census Tract 1702, Baltimore city, Maryland",803,119,299,88,0,12,299,88,47,43,252,87,504,113,478,112,26,42
1500000US245101702002,245101702002,"Block Group 2, Census Tract 1702, Baltimore city, Maryland",321,106,173,91,0,12,173,91,23,28,150,87,148,65,107,63,41,46
1500000US245101702003,245101702003,"Block Group 3, Census Tract 1702, Baltimore city, Maryland",293,88,95,66,63,58,32,35,0,12,32,35,198,60,165,50,33,38
1500000US245101703001,245101703001,"Block Group 1, Census Tract 1703, Baltimore city, Maryland",336,63,125,46,26,20,99,44,19,28,80,38,211,51,179,47,32,27
1500000US245101703002,245101703002,"Block Group 2, Census Tract 1703, Baltimore city, Maryland",433,71,233,63,42,25,191,60,6,9,185,59,200,68,152,59,48,33
1500000US245101801001,245101801001,"Block Group 1, Census Tract 1801, Baltimore city, Maryland",442,67,235,69,13,13,222,66,8,11,214,66,207,57,169,48,38,28
1500000US245101801002,245101801002,"Block Group 2, Census Tract 1801, Baltimore city, Maryland",473,84,203,62,9,13,194,63,0,12,194,63,270,71,227,64,43,40
1500000US245101802001,245101802001,"Block Group 1, Census Tract 1802, Baltimore city, Maryland",144,56,83,51,48,40,35,28,0,12,35,28,61,33,40,29,21,18
1500000US245101802002,245101802002,"Block Group 2, Census Tract 1802, Baltimore city, Maryland",271,58,75,42,15,21,60,36,27,26,33,23,196,49,167,50,29,25
